product_id,product_name,product_type,unit_size,brand,supplier,price,date_received,batch_number,expiration_date
P0503,Hand Sanitizer 250ml,Consumable,25kg,PrimeGas,MediCare Distributors,515.07,2019-06-10,BATCH-7580,2021-07-26
P0966,IV Fluid 1L,Dry Goods,500ml,Generic,MediCare Distributors,629.91,2023-12-26,BATCH-6680,2026-04-28
P0522,Gas Tank 11kg,Non-perishable,500ml,SafePlus,MediCare Distributors,1168.29,2020-06-07,BATCH-3699,2021-06-17
P0872,Rice 25kg,Perishable,1L,MediHealth,MediCare Distributors,402.41,2022-12-17,BATCH-4242,2025-11-30
P0899,IV Fluid 1L,Non-perishable,11kg,Nestle,SafeMeds Inc.,678.39,2021-04-11,BATCH-1927,2021-10-13
P0225,Paper Towels,Dry Goods,25kg,SafePlus,AquaLife Corp.,675.62,2023-02-20,BATCH-9473,2024-05-11
P0254,Bottled Water 500ml,Dry Goods,1L,PrimeGas,SafeMeds Inc.,1449.77,2022-11-16,BATCH-9970,2024-11-03
P0291,Canned Tuna 155g,Consumable,155g,SafePlus,Global Supply Ltd.,510.76,2018-09-01,BATCH-3141,2019-10-27
P0161,Gas Tank 11kg,Perishable,1 pack,MediHealth,SafeMeds Inc.,571.16,2020-12-15,BATCH-7568,2023-05-28
P0015,Paper Towels,Perishable,250ml,SafePlus,SafeMeds Inc.,286.3,2019-06-23,BATCH-4555,2020-08-10
P0854,Paper Towels,Non-perishable,1 box,Dole,MediCare Distributors,1389.44,2021-08-14,BATCH-4540,2023-04-12
P0915,Hand Sanitizer 250ml,Dry Goods,11kg,PrimeGas,Global Supply Ltd.,52.98,2021-10-27,BATCH-7226,2022-07-11
P0935,Rice 25kg,Consumable,1kg,PrimeGas,AquaLife Corp.,1147.9,2020-11-17,BATCH-3444,2022-01-02
P0507,Gas Tank 11kg,Dry Goods,25kg,Dole,Global Supply Ltd.,325.17,2024-10-11,BATCH-3438,2026-06-22
P0486,IV Fluid 1L,Perishable,1 box,SafePlus,FreshHarvest Co.,1386.37,2019-09-14,BATCH-4807,2020-06-22
P0061,IV Fluid 1L,Dry Goods,250ml,Sanicare,MediCare Distributors,428.31,2021-06-04,BATCH-5148,2022-11-05
P0983,Gas Tank 11kg,Beverage,1L,SafePlus,FreshHarvest Co.,1452.81,2019-12-29,BATCH-9575,2022-06-20
P0925,Rice 25kg,Perishable,11kg,SafePlus,FoodLine Services,328.15,2018-11-08,BATCH-6406,2021-01-22
P0251,Paper Towels,Non-perishable,250ml,Nestle,MediCare Distributors,587.43,2020-12-27,BATCH-3636,2021-07-19
P0713,Paper Towels,Beverage,1kg,Generic,SafeMeds Inc.,65.93,2019-03-13,BATCH-2132,2020-12-16
P0496,Isopropyl Alcohol 500ml,Perishable,25kg,Sanicare,Global Supply Ltd.,619.55,2020-10-17,BATCH-8204,2023-02-09
P0935,Gas Tank 11kg,Beverage,155g,MediHealth,MediCare Distributors,687.04,2019-01-22,BATCH-6380,2019-09-24
P0394,Canned Tuna 155g,Beverage,1L,Sanicare,MediCare Distributors,266.47,2018-12-12,BATCH-9338,2020-07-01
P0318,Medical Gloves Box,Perishable,250ml,Dole,FreshHarvest Co.,818.08,2020-11-20,BATCH-2040,2022-05-27
P0159,Paper Towels,Dry Goods,11kg,SafePlus,AquaLife Corp.,1126.11,2019-07-04,BATCH-1486,2021-03-12
P0835,IV Fluid 1L,Beverage,500ml,SafePlus,FoodLine Services,1021.81,2020-08-06,BATCH-2055,2022-06-14
P0420,Hand Sanitizer 250ml,Dry Goods,1 pack,Generic,AquaLife Corp.,1273.68,2023-06-25,BATCH-3281,2026-05-01
P0748,Bottled Water 500ml,Perishable,1L,PrimeGas,MediCare Distributors,1050.31,2024-04-06,BATCH-7646,2025-12-01
P0334,Rice 25kg,Non-perishable,1kg,Nestle,FoodLine Services,636.99,2019-01-15,BATCH-2746,2020-07-08
P0777,Rice 25kg,Consumable,500ml,Sanicare,Global Supply Ltd.,441.86,2024-10-28,BATCH-9909,2025-07-12
P0674,IV Fluid 1L,Beverage,155g,MediHealth,MediCare Distributors,1441.79,2020-04-01,BATCH-6396,2022-12-09
P0959,Gas Tank 11kg,Non-perishable,250ml,PrimeGas,FreshHarvest Co.,1440.98,2023-09-20,BATCH-4721,2025-12-01
P0384,Canned Tuna 155g,Perishable,1kg,MediHealth,MediCare Distributors,215.91,2017-07-13,BATCH-3405,2020-04-03
P0993,Canned Tuna 155g,Perishable,1 pack,Generic,Global Supply Ltd.,1182.38,2018-04-14,BATCH-5143,2019-05-27
P0897,Medical Gloves Box,Dry Goods,11kg,Dole,FoodLine Services,333.76,2018-12-06,BATCH-2101,2020-04-03
P0871,IV Fluid 1L,Dry Goods,1L,PrimeGas,FoodLine Services,1353.18,2021-05-03,BATCH-6222,2023-03-26
P0618,IV Fluid 1L,Perishable,1kg,MediHealth,Global Supply Ltd.,1297.3,2019-02-14,BATCH-9885,2021-04-14
P0185,Canned Tuna 155g,Consumable,1 box,Sanicare,AquaLife Corp.,669.03,2019-11-18,BATCH-9665,2020-08-25
P0450,Rice 25kg,Dry Goods,250ml,PrimeGas,FreshHarvest Co.,975.59,2017-10-27,BATCH-9112,2020-09-24
P0700,Isopropyl Alcohol 500ml,Perishable,250ml,Generic,FoodLine Services,1062.96,2018-06-03,BATCH-7052,2019-01-17
P0857,Bottled Water 500ml,Non-perishable,1kg,Dole,AquaLife Corp.,575.3,2020-10-10,BATCH-2246,2022-04-23
P0541,IV Fluid 1L,Beverage,1kg,Dole,Global Supply Ltd.,401.12,2024-05-13,BATCH-1930,2026-01-21
P0869,Gas Tank 11kg,Perishable,1 box,PrimeGas,Global Supply Ltd.,756.93,2019-08-12,BATCH-9238,2021-05-18
P0289,Medical Gloves Box,Dry Goods,1 box,Nestle,AquaLife Corp.,521.98,2020-07-07,BATCH-1264,2022-07-11
P0968,Powdered Milk 1kg,Non-perishable,1L,MediHealth,FoodLine Services,1489.93,2024-10-11,BATCH-7513,2026-06-12
P0742,Paper Towels,Beverage,1kg,Nestle,FreshHarvest Co.,67.81,2022-09-06,BATCH-4476,2025-02-27
P0057,Gas Tank 11kg,Perishable,1kg,SafePlus,MediCare Distributors,962.8,2024-12-14,BATCH-5773,2025-10-19
P0861,IV Fluid 1L,Non-perishable,1L,SafePlus,SafeMeds Inc.,281.88,2019-01-01,BATCH-2629,2021-07-19
P0661,Canned Tuna 155g,Dry Goods,1 box,SafePlus,MediCare Distributors,1179.03,2019-09-10,BATCH-5714,2022-01-26
P0577,Bottled Water 500ml,Perishable,1kg,Dole,Global Supply Ltd.,643.16,2024-05-04,BATCH-5516,2025-03-01
P0134,IV Fluid 1L,Beverage,250ml,Nestle,FreshHarvest Co.,79.41,2021-05-28,BATCH-1359,2023-08-28
P0788,Bottled Water 500ml,Non-perishable,1 pack,Generic,FreshHarvest Co.,493.44,2021-08-21,BATCH-2511,2024-06-04
P0459,Paper Towels,Non-perishable,25kg,Nestle,MediCare Distributors,1494.03,2023-04-05,BATCH-2418,2024-02-24
P0307,Paper Towels,Dry Goods,25kg,Sanicare,Global Supply Ltd.,493.8,2022-03-02,BATCH-2446,2024-09-09
P0143,Isopropyl Alcohol 500ml,Non-perishable,1L,SafePlus,AquaLife Corp.,712.83,2019-01-13,BATCH-1123,2020-05-27
P0182,IV Fluid 1L,Consumable,1kg,Nestle,MediCare Distributors,1476.83,2018-08-01,BATCH-5337,2021-04-26
P0625,Powdered Milk 1kg,Non-perishable,11kg,Sanicare,FoodLine Services,1211.54,2022-02-07,BATCH-5300,2024-10-04
P0938,Bottled Water 500ml,Beverage,1L,Dole,AquaLife Corp.,1353.18,2019-08-31,BATCH-5110,2022-01-07
P0648,Hand Sanitizer 250ml,Non-perishable,500ml,PrimeGas,Global Supply Ltd.,420.09,2018-07-11,BATCH-3510,2020-04-14
P0117,Powdered Milk 1kg,Consumable,1kg,SafePlus,SafeMeds Inc.,738.81,2017-08-27,BATCH-1589,2019-03-17
P0919,IV Fluid 1L,Non-perishable,1kg,MediHealth,MediCare Distributors,28.87,2019-01-01,BATCH-6488,2020-08-06
P0913,Gas Tank 11kg,Dry Goods,11kg,Sanicare,FreshHarvest Co.,394.1,2019-10-18,BATCH-4461,2020-07-28
P0967,Paper Towels,Consumable,11kg,Dole,Global Supply Ltd.,417.02,2018-03-31,BATCH-9274,2020-01-12
P0501,Hand Sanitizer 250ml,Beverage,1 box,Dole,FoodLine Services,367.26,2019-12-27,BATCH-7719,2021-01-01
P0896,IV Fluid 1L,Consumable,11kg,Generic,FoodLine Services,942.97,2019-02-27,BATCH-7390,2022-02-05
P0843,Rice 25kg,Dry Goods,500ml,Dole,AquaLife Corp.,1034.7,2022-04-26,BATCH-7469,2024-03-30
P0147,Bottled Water 500ml,Beverage,155g,SafePlus,SafeMeds Inc.,688.17,2023-09-25,BATCH-1207,2025-06-06
P0603,Powdered Milk 1kg,Perishable,155g,Nestle,SafeMeds Inc.,1403.11,2023-12-16,BATCH-1849,2026-03-19
P0428,Isopropyl Alcohol 500ml,Consumable,155g,Dole,SafeMeds Inc.,322.6,2019-01-31,BATCH-8904,2019-12-29
P0770,Canned Tuna 155g,Dry Goods,11kg,SafePlus,Global Supply Ltd.,272.17,2022-09-13,BATCH-5840,2023-06-30
P0097,Isopropyl Alcohol 500ml,Consumable,1L,Dole,SafeMeds Inc.,1243.77,2019-05-08,BATCH-1001,2019-12-16
P0475,Bottled Water 500ml,Beverage,1 box,MediHealth,FreshHarvest Co.,40.21,2024-03-31,BATCH-8334,2024-10-01
P0993,Canned Tuna 155g,Non-perishable,155g,MediHealth,FreshHarvest Co.,40.35,2022-01-11,BATCH-4960,2024-10-21
P0285,Hand Sanitizer 250ml,Beverage,1 box,Nestle,Global Supply Ltd.,686.44,2022-11-01,BATCH-7610,2023-05-07
P0171,Rice 25kg,Perishable,1kg,PrimeGas,SafeMeds Inc.,1111.45,2017-03-03,BATCH-4987,2018-02-05
P0901,Isopropyl Alcohol 500ml,Non-perishable,1 pack,MediHealth,MediCare Distributors,842.2,2021-08-12,BATCH-5395,2022-08-23
P0359,Medical Gloves Box,Beverage,155g,Sanicare,FoodLine Services,1264.73,2022-06-17,BATCH-4781,2024-09-07
P0259,Hand Sanitizer 250ml,Non-perishable,1L,PrimeGas,Global Supply Ltd.,1355.39,2022-07-31,BATCH-2403,2023-07-10
P0090,Powdered Milk 1kg,Beverage,1 pack,MediHealth,MediCare Distributors,1326.4,2021-03-16,BATCH-9350,2022-09-11
P0664,Isopropyl Alcohol 500ml,Perishable,250ml,Nestle,SafeMeds Inc.,1329.47,2022-08-28,BATCH-8801,2024-02-16
P0912,Gas Tank 11kg,Consumable,11kg,PrimeGas,FoodLine Services,415.82,2017-10-03,BATCH-3389,2019-01-02
P0536,Hand Sanitizer 250ml,Beverage,500ml,Generic,FreshHarvest Co.,504.23,2017-09-24,BATCH-4670,2020-06-09
P0037,Bottled Water 500ml,Non-perishable,1 box,SafePlus,Global Supply Ltd.,930.79,2018-04-11,BATCH-3364,2019-08-27
P0539,Paper Towels,Non-perishable,1kg,SafePlus,SafeMeds Inc.,307.24,2024-07-15,BATCH-5778,2027-03-26
P0207,IV Fluid 1L,Consumable,1kg,PrimeGas,AquaLife Corp.,830.75,2021-12-15,BATCH-4715,2024-08-28
P0118,Rice 25kg,Beverage,500ml,Dole,Global Supply Ltd.,255.28,2020-11-03,BATCH-9557,2022-05-11
P0014,Hand Sanitizer 250ml,Consumable,1kg,Dole,FoodLine Services,67.67,2019-02-12,BATCH-7061,2021-08-13
P0280,Rice 25kg,Non-perishable,250ml,SafePlus,MediCare Distributors,1322.97,2019-03-26,BATCH-1292,2021-07-21
P0603,IV Fluid 1L,Dry Goods,155g,Dole,FreshHarvest Co.,1486.73,2024-08-24,BATCH-8714,2026-06-03
P0749,Powdered Milk 1kg,Perishable,1L,Sanicare,FoodLine Services,439.3,2022-08-31,BATCH-9444,2025-01-05
P0802,Medical Gloves Box,Perishable,1kg,PrimeGas,AquaLife Corp.,675.0,2024-07-22,BATCH-2187,2027-06-09
P0453,Rice 25kg,Non-perishable,155g,PrimeGas,MediCare Distributors,1252.43,2019-12-17,BATCH-1725,2022-10-09
P0890,IV Fluid 1L,Consumable,1 box,Nestle,AquaLife Corp.,1158.41,2017-06-24,BATCH-9031,2019-01-26
P0668,Gas Tank 11kg,Perishable,11kg,MediHealth,SafeMeds Inc.,142.04,2024-04-11,BATCH-3026,2026-04-22
P0855,Rice 25kg,Non-perishable,11kg,PrimeGas,FreshHarvest Co.,1010.87,2020-07-11,BATCH-3180,2021-02-18
P0528,Gas Tank 11kg,Consumable,155g,Generic,AquaLife Corp.,1200.09,2020-03-15,BATCH-4582,2022-11-26
P0450,Bottled Water 500ml,Beverage,155g,Nestle,AquaLife Corp.,932.99,2022-09-07,BATCH-2541,2024-07-29
P0078,Powdered Milk 1kg,Consumable,1L,Nestle,FreshHarvest Co.,202.85,2017-01-23,BATCH-6632,2019-06-23
P0525,Bottled Water 500ml,Non-perishable,1 box,Dole,FreshHarvest Co.,168.87,2017-10-23,BATCH-7174,2019-12-01
P0809,Hand Sanitizer 250ml,Perishable,1kg,SafePlus,FoodLine Services,659.11,2019-09-10,BATCH-9496,2020-10-30
P0312,Hand Sanitizer 250ml,Beverage,1 box,Nestle,Global Supply Ltd.,424.81,2020-06-18,BATCH-7560,2022-04-06
P0034,Isopropyl Alcohol 500ml,Beverage,1 box,Generic,MediCare Distributors,383.64,2022-07-23,BATCH-5834,2024-05-05
P0914,Hand Sanitizer 250ml,Dry Goods,1 pack,Generic,AquaLife Corp.,833.68,2020-10-26,BATCH-1307,2021-09-04
P0465,Gas Tank 11kg,Consumable,155g,MediHealth,AquaLife Corp.,182.06,2017-08-05,BATCH-5590,2018-04-03
P0605,Gas Tank 11kg,Consumable,1 box,Dole,MediCare Distributors,700.44,2017-05-14,BATCH-2083,2018-08-12
P0176,Powdered Milk 1kg,Consumable,1 pack,PrimeGas,FoodLine Services,755.54,2021-06-19,BATCH-5528,2022-05-23
P0794,Paper Towels,Perishable,25kg,Generic,FreshHarvest Co.,1497.96,2018-11-15,BATCH-1514,2020-03-14
P0023,Powdered Milk 1kg,Consumable,500ml,SafePlus,SafeMeds Inc.,1119.13,2021-01-09,BATCH-3225,2023-02-20
P0527,Paper Towels,Perishable,500ml,Sanicare,FreshHarvest Co.,985.52,2017-05-08,BATCH-5332,2018-10-24
P0158,Canned Tuna 155g,Consumable,11kg,Dole,MediCare Distributors,662.69,2018-08-02,BATCH-9642,2019-04-16
P0625,Rice 25kg,Dry Goods,1kg,Generic,FreshHarvest Co.,749.86,2024-06-26,BATCH-4276,2026-11-19
P0827,Bottled Water 500ml,Non-perishable,1 box,SafePlus,FreshHarvest Co.,1437.08,2019-03-28,BATCH-1645,2021-08-11
P0438,Isopropyl Alcohol 500ml,Consumable,155g,SafePlus,AquaLife Corp.,71.29,2020-04-29,BATCH-6231,2022-06-10
P0346,Canned Tuna 155g,Dry Goods,1 pack,PrimeGas,Global Supply Ltd.,349.64,2022-11-30,BATCH-4475,2025-03-14
P0653,Rice 25kg,Perishable,250ml,MediHealth,FreshHarvest Co.,158.1,2017-03-26,BATCH-9124,2018-05-19
P0413,Medical Gloves Box,Beverage,500ml,Nestle,SafeMeds Inc.,1242.99,2024-02-04,BATCH-1377,2024-11-14
P0050,Gas Tank 11kg,Dry Goods,1 box,Sanicare,MediCare Distributors,1386.01,2021-02-28,BATCH-8364,2023-06-12
P0470,Rice 25kg,Perishable,1 pack,SafePlus,AquaLife Corp.,953.51,2021-01-03,BATCH-6986,2023-01-27
P0969,IV Fluid 1L,Beverage,250ml,SafePlus,Global Supply Ltd.,1499.2,2020-08-19,BATCH-8615,2023-06-24
P0382,Bottled Water 500ml,Non-perishable,500ml,MediHealth,Global Supply Ltd.,1135.42,2017-06-10,BATCH-8061,2018-01-14
P0351,Hand Sanitizer 250ml,Beverage,1L,SafePlus,FoodLine Services,1178.0,2017-02-04,BATCH-5698,2019-05-06
P0319,Powdered Milk 1kg,Consumable,1kg,Sanicare,SafeMeds Inc.,1485.52,2020-04-26,BATCH-7096,2021-08-22
P0521,Rice 25kg,Consumable,1 box,Sanicare,MediCare Distributors,296.99,2019-08-22,BATCH-5160,2022-03-21
P0112,Powdered Milk 1kg,Perishable,1 box,Dole,AquaLife Corp.,718.0,2021-10-15,BATCH-2161,2022-07-12
P0005,Rice 25kg,Consumable,250ml,PrimeGas,FreshHarvest Co.,1119.14,2017-02-17,BATCH-2846,2019-08-12
P0249,Rice 25kg,Consumable,1L,Nestle,SafeMeds Inc.,25.82,2020-07-25,BATCH-1473,2023-04-12
P0793,Hand Sanitizer 250ml,Non-perishable,1 pack,MediHealth,FoodLine Services,115.4,2018-03-02,BATCH-5556,2020-11-12
P0442,Bottled Water 500ml,Beverage,250ml,Sanicare,SafeMeds Inc.,1142.0,2018-05-24,BATCH-5688,2020-02-19
P0729,Bottled Water 500ml,Dry Goods,11kg,SafePlus,FoodLine Services,1254.53,2019-07-22,BATCH-9463,2020-09-04
P0716,Medical Gloves Box,Consumable,250ml,Nestle,FoodLine Services,1160.95,2019-06-12,BATCH-8242,2020-03-30
P0458,Bottled Water 500ml,Beverage,11kg,MediHealth,Global Supply Ltd.,752.55,2022-05-15,BATCH-3583,2023-12-14
P0208,Isopropyl Alcohol 500ml,Perishable,1 pack,Nestle,SafeMeds Inc.,912.2,2024-03-19,BATCH-8443,2026-02-20
P0343,Rice 25kg,Consumable,250ml,Nestle,MediCare Distributors,1258.39,2021-10-18,BATCH-6054,2022-05-02
P0415,Isopropyl Alcohol 500ml,Perishable,1 box,PrimeGas,Global Supply Ltd.,209.44,2019-05-21,BATCH-8583,2019-12-27
P0282,Powdered Milk 1kg,Dry Goods,1 pack,Nestle,MediCare Distributors,192.19,2018-04-30,BATCH-6364,2020-05-23
P0301,Canned Tuna 155g,Consumable,155g,MediHealth,MediCare Distributors,753.35,2021-12-26,BATCH-9221,2023-01-28
P0016,Paper Towels,Beverage,155g,Generic,MediCare Distributors,1210.16,2017-10-24,BATCH-4146,2018-11-30
P0405,Powdered Milk 1kg,Consumable,11kg,Nestle,AquaLife Corp.,1464.02,2020-02-05,BATCH-8962,2022-07-12
P0171,Powdered Milk 1kg,Consumable,1 box,MediHealth,FreshHarvest Co.,1231.94,2021-06-11,BATCH-8274,2022-07-14
P0560,Canned Tuna 155g,Non-perishable,1L,Dole,FreshHarvest Co.,269.81,2023-11-05,BATCH-3619,2025-03-19
P0610,Medical Gloves Box,Dry Goods,155g,PrimeGas,MediCare Distributors,1260.1,2020-10-10,BATCH-6333,2023-09-03
P0738,Powdered Milk 1kg,Consumable,1L,Nestle,FreshHarvest Co.,1163.24,2018-03-11,BATCH-8340,2020-06-13
P0311,Rice 25kg,Beverage,1 pack,MediHealth,FreshHarvest Co.,1149.55,2024-06-28,BATCH-7917,2025-08-29
P0470,Bottled Water 500ml,Non-perishable,1 pack,SafePlus,Global Supply Ltd.,1091.02,2024-06-17,BATCH-8833,2027-03-29
P0174,IV Fluid 1L,Perishable,1kg,PrimeGas,SafeMeds Inc.,530.33,2019-08-09,BATCH-1172,2022-01-21
P0738,Hand Sanitizer 250ml,Dry Goods,500ml,MediHealth,FoodLine Services,1053.59,2017-02-20,BATCH-2194,2017-09-10
P0273,Gas Tank 11kg,Dry Goods,1kg,MediHealth,FreshHarvest Co.,709.74,2021-07-08,BATCH-2543,2023-07-11
P0703,Bottled Water 500ml,Non-perishable,1kg,Dole,FreshHarvest Co.,1417.69,2021-11-06,BATCH-2516,2022-12-19
P0725,Medical Gloves Box,Consumable,11kg,PrimeGas,SafeMeds Inc.,923.82,2024-10-11,BATCH-4452,2026-04-15
P0112,IV Fluid 1L,Perishable,25kg,PrimeGas,SafeMeds Inc.,859.17,2019-02-17,BATCH-8154,2020-11-25
P0281,Hand Sanitizer 250ml,Consumable,1 box,Dole,Global Supply Ltd.,418.72,2020-02-13,BATCH-9475,2023-01-06
P0026,Hand Sanitizer 250ml,Beverage,1L,SafePlus,Global Supply Ltd.,94.99,2024-03-28,BATCH-5203,2026-11-01
P0817,Gas Tank 11kg,Perishable,1L,Nestle,AquaLife Corp.,1445.62,2022-12-23,BATCH-7565,2023-06-23
P0379,Powdered Milk 1kg,Perishable,500ml,Nestle,MediCare Distributors,520.45,2022-04-18,BATCH-8119,2023-01-24
P0251,Rice 25kg,Non-perishable,500ml,SafePlus,SafeMeds Inc.,290.25,2023-02-10,BATCH-9188,2024-09-05
P0463,Bottled Water 500ml,Beverage,1kg,Nestle,MediCare Distributors,654.58,2018-03-26,BATCH-3561,2021-02-06
P0214,Rice 25kg,Beverage,25kg,PrimeGas,Global Supply Ltd.,1478.55,2019-06-27,BATCH-7609,2021-01-03
P0299,Hand Sanitizer 250ml,Dry Goods,1 box,Dole,SafeMeds Inc.,1426.6,2023-11-24,BATCH-6061,2024-09-21
P0438,Rice 25kg,Non-perishable,250ml,Dole,SafeMeds Inc.,202.71,2024-02-07,BATCH-6830,2024-11-29
P0820,Isopropyl Alcohol 500ml,Non-perishable,1kg,MediHealth,SafeMeds Inc.,888.84,2018-07-05,BATCH-6797,2021-04-20
P0762,Paper Towels,Non-perishable,1kg,Nestle,Global Supply Ltd.,1352.79,2019-07-11,BATCH-2808,2020-07-19
P0806,Hand Sanitizer 250ml,Beverage,155g,PrimeGas,Global Supply Ltd.,641.47,2017-11-25,BATCH-3288,2019-07-17
P0487,Isopropyl Alcohol 500ml,Perishable,11kg,MediHealth,FreshHarvest Co.,488.95,2021-04-04,BATCH-4648,2022-10-11
P0027,Gas Tank 11kg,Non-perishable,1 box,MediHealth,FoodLine Services,121.29,2018-12-17,BATCH-7861,2020-06-24
P0488,Powdered Milk 1kg,Perishable,500ml,Generic,SafeMeds Inc.,1115.67,2022-06-16,BATCH-9366,2023-04-13
P0130,Medical Gloves Box,Beverage,11kg,PrimeGas,FreshHarvest Co.,895.59,2024-08-02,BATCH-5175,2027-06-02
P0105,Gas Tank 11kg,Beverage,500ml,SafePlus,FreshHarvest Co.,982.55,2019-02-17,BATCH-4662,2020-09-28
P0673,Medical Gloves Box,Dry Goods,1kg,Generic,SafeMeds Inc.,1338.48,2017-06-14,BATCH-1846,2019-08-18
P0661,Paper Towels,Beverage,1 box,Nestle,FoodLine Services,564.59,2021-02-13,BATCH-3347,2024-01-29
P0290,IV Fluid 1L,Consumable,500ml,SafePlus,MediCare Distributors,1151.51,2022-12-15,BATCH-4487,2024-02-28
P0660,Hand Sanitizer 250ml,Non-perishable,250ml,Generic,AquaLife Corp.,1177.52,2024-08-26,BATCH-4463,2025-08-14
P0428,Powdered Milk 1kg,Perishable,155g,Sanicare,FreshHarvest Co.,105.42,2023-04-18,BATCH-6876,2025-12-19
P0868,Bottled Water 500ml,Dry Goods,1 pack,MediHealth,AquaLife Corp.,728.23,2023-01-17,BATCH-6765,2024-03-25
P0958,Isopropyl Alcohol 500ml,Perishable,1 pack,PrimeGas,Global Supply Ltd.,884.08,2021-08-07,BATCH-9132,2023-04-01
P0311,IV Fluid 1L,Perishable,1kg,Generic,Global Supply Ltd.,881.29,2020-12-05,BATCH-8066,2022-03-26
P0400,IV Fluid 1L,Non-perishable,155g,MediHealth,MediCare Distributors,967.33,2021-01-19,BATCH-5541,2022-08-24
P0440,Isopropyl Alcohol 500ml,Non-perishable,1 pack,PrimeGas,SafeMeds Inc.,1245.95,2022-03-19,BATCH-3047,2022-10-25
P0734,Canned Tuna 155g,Beverage,155g,Generic,FreshHarvest Co.,377.64,2017-06-27,BATCH-4279,2020-04-27
P0491,Medical Gloves Box,Beverage,500ml,SafePlus,SafeMeds Inc.,714.31,2020-05-11,BATCH-2308,2021-05-17
P0886,Gas Tank 11kg,Non-perishable,250ml,Generic,FreshHarvest Co.,1441.62,2023-09-23,BATCH-3006,2024-10-25
P0667,Rice 25kg,Dry Goods,500ml,Sanicare,MediCare Distributors,513.89,2018-07-27,BATCH-6903,2021-01-20
P0329,Bottled Water 500ml,Non-perishable,1 pack,Nestle,AquaLife Corp.,504.28,2024-10-16,BATCH-2167,2025-06-11
P0805,Medical Gloves Box,Non-perishable,25kg,Nestle,AquaLife Corp.,662.77,2023-02-22,BATCH-8776,2024-03-24
P0883,Gas Tank 11kg,Non-perishable,1kg,SafePlus,Global Supply Ltd.,1084.83,2022-06-23,BATCH-2253,2023-03-08
P0728,Hand Sanitizer 250ml,Dry Goods,500ml,MediHealth,AquaLife Corp.,488.87,2017-11-05,BATCH-5048,2018-07-21
P0215,Rice 25kg,Consumable,500ml,Nestle,Global Supply Ltd.,185.94,2020-06-29,BATCH-2287,2022-12-09
P0853,Paper Towels,Non-perishable,11kg,Generic,SafeMeds Inc.,1359.07,2019-11-13,BATCH-2033,2021-07-14
P0343,IV Fluid 1L,Beverage,1 pack,PrimeGas,FoodLine Services,1407.95,2017-05-07,BATCH-5650,2017-11-09
P0150,IV Fluid 1L,Beverage,155g,Generic,SafeMeds Inc.,1277.03,2022-04-16,BATCH-5976,2024-06-17
P0712,Gas Tank 11kg,Perishable,1kg,Generic,AquaLife Corp.,1357.32,2021-10-12,BATCH-7077,2024-06-30
P0645,Powdered Milk 1kg,Beverage,155g,Dole,Global Supply Ltd.,859.88,2024-01-10,BATCH-8520,2025-09-20
P0380,Paper Towels,Beverage,1 pack,SafePlus,FreshHarvest Co.,1331.45,2023-11-12,BATCH-1730,2024-06-12
P0168,Powdered Milk 1kg,Consumable,25kg,PrimeGas,MediCare Distributors,1457.98,2017-05-06,BATCH-4794,2017-12-12
P0496,IV Fluid 1L,Dry Goods,11kg,Nestle,FreshHarvest Co.,476.2,2021-02-06,BATCH-6265,2022-05-11
P0409,Paper Towels,Dry Goods,1L,Nestle,AquaLife Corp.,425.81,2024-03-31,BATCH-9870,2026-01-12
P0297,Canned Tuna 155g,Consumable,155g,SafePlus,MediCare Distributors,92.34,2022-07-13,BATCH-9635,2023-08-22
P0580,Isopropyl Alcohol 500ml,Beverage,1L,PrimeGas,FoodLine Services,28.6,2023-09-21,BATCH-2494,2026-04-30
P0345,Powdered Milk 1kg,Dry Goods,1 pack,Dole,FoodLine Services,155.55,2017-09-28,BATCH-8588,2019-09-27
P0099,IV Fluid 1L,Beverage,250ml,Sanicare,Global Supply Ltd.,1425.53,2023-04-23,BATCH-8868,2026-01-14
P0195,Bottled Water 500ml,Beverage,1 pack,Sanicare,MediCare Distributors,1178.95,2021-06-13,BATCH-7205,2023-10-08
P0527,Paper Towels,Dry Goods,25kg,Dole,Global Supply Ltd.,1322.69,2020-07-31,BATCH-2288,2022-12-26
P0463,Hand Sanitizer 250ml,Consumable,1L,MediHealth,FreshHarvest Co.,79.41,2017-09-23,BATCH-4795,2020-01-06
P0054,Medical Gloves Box,Dry Goods,1 pack,Dole,FreshHarvest Co.,1272.61,2022-12-22,BATCH-4160,2024-06-14
P0033,Isopropyl Alcohol 500ml,Perishable,1 pack,Sanicare,MediCare Distributors,224.41,2023-09-11,BATCH-6129,2026-05-05
P0074,Paper Towels,Non-perishable,1 box,Nestle,FreshHarvest Co.,485.33,2018-08-23,BATCH-6509,2019-08-11
P0669,Powdered Milk 1kg,Non-perishable,250ml,Nestle,Global Supply Ltd.,481.81,2024-10-25,BATCH-6323,2026-07-13
P0934,Powdered Milk 1kg,Dry Goods,1L,Nestle,AquaLife Corp.,886.97,2020-01-08,BATCH-5126,2022-09-07
P0526,Bottled Water 500ml,Consumable,500ml,Nestle,FoodLine Services,244.39,2017-03-29,BATCH-6229,2020-01-16
P0148,Bottled Water 500ml,Non-perishable,1kg,Generic,SafeMeds Inc.,50.47,2024-07-28,BATCH-2094,2026-08-25
